Project,Shape,Property Name,Property label,URI
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,'KBS-3 Clink Engineering Area',,https://dng.skb.se/attr/clinkengineeringarea,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,Anläggningsutformning,urn:ibm:doors:genhttpsdngskbsevaluceaanl:dbfffa1fbb9c90ca65bcbf7e316ceabc,urn:ibm:doors:genhttpsdngskbsevaluceaanl:dbfffa1fbb9c90ca65bcbf7e316ceabc
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,Automation,urn:ibm:doors:genhttpsdngskbsevaluceaauto:7b8debce33488d285470526a62ab765f,urn:ibm:doors:genhttpsdngskbsevaluceaauto:7b8debce33488d285470526a62ab765f
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,Berg,urn:ibm:doors:genhttpsdngskbsevaluceaberg:cb4cd5290006637babfc77d2de369db7,urn:ibm:doors:genhttpsdngskbsevaluceaberg:cb4cd5290006637babfc77d2de369db7
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,Byggnadsverk,urn:ibm:doors:genhttpsdngskbsevaluceabygg:eb7fab289014861bf3210c2d904cdafe,urn:ibm:doors:genhttpsdngskbsevaluceabygg:eb7fab289014861bf3210c2d904cdafe
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,Elkraft,urn:ibm:doors:genhttpsdngskbsevaluceaelkr:c554cef0b1fb8daae19785fd3f913281,urn:ibm:doors:genhttpsdngskbsevaluceaelkr:c554cef0b1fb8daae19785fd3f913281
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'Mark och VA',urn:ibm:doors:genhttpsdngskbsevaluceamark:ae245c055e6a174273f9ce2784571a42,urn:ibm:doors:genhttpsdngskbsevaluceamark:ae245c055e6a174273f9ce2784571a42
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'Mekanisk teknik',urn:ibm:doors:genhttpsdngskbsevaluceamek:684b3bb2519b009b20072b6a6e862334,urn:ibm:doors:genhttpsdngskbsevaluceamek:684b3bb2519b009b20072b6a6e862334
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,Processutformning,urn:ibm:doors:genhttpsdngskbsevaluceaproc:81fe46eeb13a95c5469b6c4dbd085d84,urn:ibm:doors:genhttpsdngskbsevaluceaproc:81fe46eeb13a95c5469b6c4dbd085d84
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,QA/QC,https://dng.skb.se/valu/cea#qa,https://dng.skb.se/valu/cea#qa
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,Tele,urn:ibm:doors:genhttpsdngskbsevaluceatele:c6afa97e7340c839efd46391e8232dce,urn:ibm:doors:genhttpsdngskbsevaluceatele:c6afa97e7340c839efd46391e8232dce
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,Uppförande,https://dng.skb.se/valu/cea#upp,https://dng.skb.se/valu/cea#upp
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,VVS,urn:ibm:doors:genhttpsdngskbsevaluceavvs:569086531301b0f953ff58aa02ab5fb7,urn:ibm:doors:genhttpsdngskbsevaluceavvs:569086531301b0f953ff58aa02ab5fb7
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,'KBS-3 Clink System Group or Number',,https://dng.skb.se/attr/clinksysgroupornumber,
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'1 Site Area and Buildings',https://dng.skb.se/valu/csgn#1,https://dng.skb.se/valu/csgn#1
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,"'113 Roads, open areas and fences'",https://dng.skb.se/valu/csgn#113,https://dng.skb.se/valu/csgn#113
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'115 Culverts an trenches in the ground (C)',https://dng.skb.se/valu/csgn#115,https://dng.skb.se/valu/csgn#115
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'117 External earthing and lightning arresting system',https://dng.skb.se/valu/csgn#117,https://dng.skb.se/valu/csgn#117
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'121 Receiving building (M)',https://dng.skb.se/valu/csgn#121,https://dng.skb.se/valu/csgn#121
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'123 Electrical building (E',https://dng.skb.se/valu/csgn#123,https://dng.skb.se/valu/csgn#123
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'124 Encapsulation building (I)',https://dng.skb.se/valu/csgn#124,https://dng.skb.se/valu/csgn#124
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'125 Electrical building encapsulation (N)',https://dng.skb.se/valu/csgn#125,https://dng.skb.se/valu/csgn#125
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'127 Safety Building',https://dng.skb.se/valu/csgn#127,https://dng.skb.se/valu/csgn#127
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,"'140 Building for backup power, normal operation (O)'",https://dng.skb.se/valu/csgn#140,https://dng.skb.se/valu/csgn#140
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,"'143 143, Building for backup power, physical protection (D)'",https://dng.skb.se/valu/csgn#143,https://dng.skb.se/valu/csgn#143
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'145 Cooling water intake building (R)',https://dng.skb.se/valu/csgn#145,https://dng.skb.se/valu/csgn#145
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'146 Building for transport casks and disposal canisters (U)',https://dng.skb.se/valu/csgn#146,https://dng.skb.se/valu/csgn#146
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'154 Pools in receiving building',https://dng.skb.se/valu/csgn#154,https://dng.skb.se/valu/csgn#154
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,"'2 Equipment for Receiving, Handling, Storage'",https://dng.skb.se/valu/csgn#2,https://dng.skb.se/valu/csgn#2
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'233 Fuel Elevator',https://dng.skb.se/valu/csgn#233,https://dng.skb.se/valu/csgn#233
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'255 Handling station equipment',https://dng.skb.se/valu/csgn#255,https://dng.skb.se/valu/csgn#255
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'256 Inert and lidding station equipment',https://dng.skb.se/valu/csgn#256,https://dng.skb.se/valu/csgn#256
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'257 Welding station equipment',https://dng.skb.se/valu/csgn#257,https://dng.skb.se/valu/csgn#257
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'258 Machining station equipment',https://dng.skb.se/valu/csgn#258,https://dng.skb.se/valu/csgn#258
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'259 NDT station equipment',https://dng.skb.se/valu/csgn#259,https://dng.skb.se/valu/csgn#259
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'267 Hantering av använda aktiva filter',https://dng.skb.se/valu/csgn#267,https://dng.skb.se/valu/csgn#267
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'268 Hanteringsklockor',https://dng.skb.se/valu/csgn#268,https://dng.skb.se/valu/csgn#268
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'269 Transport casks for disposal canisters',https://dng.skb.se/valu/csgn#269,https://dng.skb.se/valu/csgn#269
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'278 Disposal canisters',https://dng.skb.se/valu/csgn#278,https://dng.skb.se/valu/csgn#278
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'281 Main overhead cranes in receiving building',https://dng.skb.se/valu/csgn#281,https://dng.skb.se/valu/csgn#281
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'282 Auxilary cranes',https://dng.skb.se/valu/csgn#282,https://dng.skb.se/valu/csgn#282
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'283 Lyftverktyg',https://dng.skb.se/valu/csgn#283,https://dng.skb.se/valu/csgn#283
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'284 Main overhead cranes in encapsulation building',https://dng.skb.se/valu/csgn#284,https://dng.skb.se/valu/csgn#284
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'287 Shielded transport frames',https://dng.skb.se/valu/csgn#287,https://dng.skb.se/valu/csgn#287
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'289 Equipment for receiving and inspection of disposal canister',https://dng.skb.se/valu/csgn#289,https://dng.skb.se/valu/csgn#289
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'293 Transport and handling equipment in dispatch hall',https://dng.skb.se/valu/csgn#293,https://dng.skb.se/valu/csgn#293
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'294 Disposal canister handling station',https://dng.skb.se/valu/csgn#294,https://dng.skb.se/valu/csgn#294
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'295 Disposal canister handling machine',https://dng.skb.se/valu/csgn#295,https://dng.skb.se/valu/csgn#295
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'296 Equipment for transport casks for disposal canisters',https://dng.skb.se/valu/csgn#296,https://dng.skb.se/valu/csgn#296
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'297 Power manipulators',https://dng.skb.se/valu/csgn#297,https://dng.skb.se/valu/csgn#297
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'298 Master slave manipulators',https://dng.skb.se/valu/csgn#298,https://dng.skb.se/valu/csgn#298
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'3 Auxiliary Systems',https://dng.skb.se/valu/csgn#3,https://dng.skb.se/valu/csgn#3
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'327 Emergency cooling system for storage pools',https://dng.skb.se/valu/csgn#327,https://dng.skb.se/valu/csgn#327
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'345 Controlled area floor drainage system',https://dng.skb.se/valu/csgn#345,https://dng.skb.se/valu/csgn#345
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'35 Disposal canister auxiliary systems',https://dng.skb.se/valu/csgn#35,https://dng.skb.se/valu/csgn#35
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'351 Fuel drying system',https://dng.skb.se/valu/csgn#351,https://dng.skb.se/valu/csgn#351
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'354 Decontamination equipment for disposal canister',https://dng.skb.se/valu/csgn#354,https://dng.skb.se/valu/csgn#354
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'357 Friction stir welding machine',https://dng.skb.se/valu/csgn#357,https://dng.skb.se/valu/csgn#357
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'358 Machining equipment for disposal canisterl',https://dng.skb.se/valu/csgn#358,https://dng.skb.se/valu/csgn#358
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'36 Treatment of solid waste',https://dng.skb.se/valu/csgn#36,https://dng.skb.se/valu/csgn#36
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'363 Handling of active filters',https://dng.skb.se/valu/csgn#363,https://dng.skb.se/valu/csgn#363
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'365 Handling of copper chips',https://dng.skb.se/valu/csgn#365,https://dng.skb.se/valu/csgn#365
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'371 Purification of process water',https://dng.skb.se/valu/csgn#371,https://dng.skb.se/valu/csgn#371
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'5 Control Equipment',https://dng.skb.se/valu/csgn#5,https://dng.skb.se/valu/csgn#5
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'506 Network based programmable equipment',https://dng.skb.se/valu/csgn#506,https://dng.skb.se/valu/csgn#506
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,"'511 Control panels, tables and desks'",https://dng.skb.se/valu/csgn#511,https://dng.skb.se/valu/csgn#511
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'541 Process measurement',https://dng.skb.se/valu/csgn#541,https://dng.skb.se/valu/csgn#541
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'542 Process control',https://dng.skb.se/valu/csgn#542,https://dng.skb.se/valu/csgn#542
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'543 Object manouvre',https://dng.skb.se/valu/csgn#543,https://dng.skb.se/valu/csgn#543
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'551 Smear test equipment for disposal canisterl',https://dng.skb.se/valu/csgn#551,https://dng.skb.se/valu/csgn#551
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'553 Radioactivity measurement in ventilation chimney',https://dng.skb.se/valu/csgn#553,https://dng.skb.se/valu/csgn#553
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'554 Radioactivity measurement in process system',https://dng.skb.se/valu/csgn#554,https://dng.skb.se/valu/csgn#554
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'555 Radioactivity measurement in rooms',https://dng.skb.se/valu/csgn#555,https://dng.skb.se/valu/csgn#555
0___Widget_Development_Testing_Area___streams__rm__0___Widget_Development_Testing_Area__DOORS_Next__0___Widget_Development_Testing_Area___streams__rm__Initial_Stream_attributes,,'57 Encapsulation measurements',https://dng.skb.se/valu/csgn#57,https://dng.skb.se/valu/csgn#57
